clean_path,noisy_path,noise_path,snr_db
data\timit_mixed\SI1513_clean.wav,data\timit_mixed\SI1513_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI1254_clean.wav,data\timit_mixed\SI1254_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SX153_clean.wav,data\timit_mixed\SX153_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SX106_clean.wav,data\timit_mixed\SX106_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2134_clean.wav,data\timit_mixed\SI2134_snr10.wav,data\noise\pink.wav,10.0
data\timit_mixed\SI2178_clean.wav,data\timit_mixed\SI2178_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1117_clean.wav,data\timit_mixed\SI1117_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX74_clean.wav,data\timit_mixed\SX74_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SX221_clean.wav,data\timit_mixed\SX221_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SX248_clean.wav,data\timit_mixed\SX248_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI578_clean.wav,data\timit_mixed\SI578_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1869_clean.wav,data\timit_mixed\SI1869_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1232_clean.wav,data\timit_mixed\SI1232_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI480_clean.wav,data\timit_mixed\SI480_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI481_clean.wav,data\timit_mixed\SI481_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI482_clean.wav,data\timit_mixed\SI482_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI1835_clean.wav,data\timit_mixed\SI1835_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX238_clean.wav,data\timit_mixed\SX238_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1465_clean.wav,data\timit_mixed\SI1465_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI742_clean.wav,data\timit_mixed\SI742_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX343_clean.wav,data\timit_mixed\SX343_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1521_clean.wav,data\timit_mixed\SI1521_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI1048_clean.wav,data\timit_mixed\SI1048_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SX356_clean.wav,data\timit_mixed\SX356_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1007_clean.wav,data\timit_mixed\SI1007_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1122_clean.wav,data\timit_mixed\SI1122_snr-5.wav,data\noise\factory2.wav,-5.0
data\timit_mixed\SI562_clean.wav,data\timit_mixed\SI562_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX163_clean.wav,data\timit_mixed\SX163_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SX386_clean.wav,data\timit_mixed\SX386_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX414_clean.wav,data\timit_mixed\SX414_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1557_clean.wav,data\timit_mixed\SI1557_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI671_clean.wav,data\timit_mixed\SI671_snr10.wav,data\noise\m109.wav,10.0
data\timit_mixed\SI1503_clean.wav,data\timit_mixed\SI1503_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI1177_clean.wav,data\timit_mixed\SI1177_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI2212_clean.wav,data\timit_mixed\SI2212_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1317_clean.wav,data\timit_mixed\SI1317_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1455_clean.wav,data\timit_mixed\SI1455_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI1601_clean.wav,data\timit_mixed\SI1601_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI930_clean.wav,data\timit_mixed\SI930_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1701_clean.wav,data\timit_mixed\SI1701_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI1047_clean.wav,data\timit_mixed\SI1047_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI1117_clean.wav,data\timit_mixed\SI1117_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1067_clean.wav,data\timit_mixed\SI1067_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI2332_clean.wav,data\timit_mixed\SI2332_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI2036_clean.wav,data\timit_mixed\SI2036_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI930_clean.wav,data\timit_mixed\SI930_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI578_clean.wav,data\timit_mixed\SI578_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1600_clean.wav,data\timit_mixed\SI1600_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX430_clean.wav,data\timit_mixed\SX430_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX302_clean.wav,data\timit_mixed\SX302_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI2048_clean.wav,data\timit_mixed\SI2048_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1293_clean.wav,data\timit_mixed\SI1293_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SX366_clean.wav,data\timit_mixed\SX366_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX62_clean.wav,data\timit_mixed\SX62_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SX60_clean.wav,data\timit_mixed\SX60_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI881_clean.wav,data\timit_mixed\SI881_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SI2091_clean.wav,data\timit_mixed\SI2091_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI984_clean.wav,data\timit_mixed\SI984_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI1806_clean.wav,data\timit_mixed\SI1806_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SX257_clean.wav,data\timit_mixed\SX257_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI1765_clean.wav,data\timit_mixed\SI1765_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SX432_clean.wav,data\timit_mixed\SX432_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI1728_clean.wav,data\timit_mixed\SI1728_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX405_clean.wav,data\timit_mixed\SX405_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI1852_clean.wav,data\timit_mixed\SI1852_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI986_clean.wav,data\timit_mixed\SI986_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1756_clean.wav,data\timit_mixed\SI1756_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI2342_clean.wav,data\timit_mixed\SI2342_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SX220_clean.wav,data\timit_mixed\SX220_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI900_clean.wav,data\timit_mixed\SI900_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SX232_clean.wav,data\timit_mixed\SX232_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI2018_clean.wav,data\timit_mixed\SI2018_snr0.wav,data\noise\leopard.wav,0.0
data\timit_mixed\SI580_clean.wav,data\timit_mixed\SI580_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI877_clean.wav,data\timit_mixed\SI877_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1617_clean.wav,data\timit_mixed\SI1617_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI2232_clean.wav,data\timit_mixed\SI2232_snr5.wav,data\noise\f16.wav,5.0
data\timit_mixed\SI1999_clean.wav,data\timit_mixed\SI1999_snr10.wav,data\noise\volvo.wav,10.0
data\timit_mixed\SI2161_clean.wav,data\timit_mixed\SI2161_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1944_clean.wav,data\timit_mixed\SI1944_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI2108_clean.wav,data\timit_mixed\SI2108_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI1163_clean.wav,data\timit_mixed\SI1163_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1710_clean.wav,data\timit_mixed\SI1710_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1135_clean.wav,data\timit_mixed\SI1135_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI712_clean.wav,data\timit_mixed\SI712_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SX54_clean.wav,data\timit_mixed\SX54_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX24_clean.wav,data\timit_mixed\SX24_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1724_clean.wav,data\timit_mixed\SI1724_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI1804_clean.wav,data\timit_mixed\SI1804_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX347_clean.wav,data\timit_mixed\SX347_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI578_clean.wav,data\timit_mixed\SI578_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SX415_clean.wav,data\timit_mixed\SX415_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1931_clean.wav,data\timit_mixed\SI1931_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI1322_clean.wav,data\timit_mixed\SI1322_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI917_clean.wav,data\timit_mixed\SI917_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1078_clean.wav,data\timit_mixed\SI1078_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1321_clean.wav,data\timit_mixed\SI1321_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI621_clean.wav,data\timit_mixed\SI621_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SX114_clean.wav,data\timit_mixed\SX114_snr5.wav,data\noise\demo_noise.wav,5.0
data\timit_mixed\SI1407_clean.wav,data\timit_mixed\SI1407_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1571_clean.wav,data\timit_mixed\SI1571_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX179_clean.wav,data\timit_mixed\SX179_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SX22_clean.wav,data\timit_mixed\SX22_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1295_clean.wav,data\timit_mixed\SI1295_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SX171_clean.wav,data\timit_mixed\SX171_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1647_clean.wav,data\timit_mixed\SI1647_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI538_clean.wav,data\timit_mixed\SI538_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1419_clean.wav,data\timit_mixed\SI1419_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1725_clean.wav,data\timit_mixed\SI1725_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1867_clean.wav,data\timit_mixed\SI1867_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SX159_clean.wav,data\timit_mixed\SX159_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI1863_clean.wav,data\timit_mixed\SI1863_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1339_clean.wav,data\timit_mixed\SI1339_snr0.wav,data\noise\m109.wav,0.0
data\timit_mixed\SI1793_clean.wav,data\timit_mixed\SI1793_snr-5.wav,data\noise\factory1.wav,-5.0
data\timit_mixed\SX6_clean.wav,data\timit_mixed\SX6_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1944_clean.wav,data\timit_mixed\SI1944_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX341_clean.wav,data\timit_mixed\SX341_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1393_clean.wav,data\timit_mixed\SI1393_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1032_clean.wav,data\timit_mixed\SI1032_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SX310_clean.wav,data\timit_mixed\SX310_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1491_clean.wav,data\timit_mixed\SI1491_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1340_clean.wav,data\timit_mixed\SI1340_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SX286_clean.wav,data\timit_mixed\SX286_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI744_clean.wav,data\timit_mixed\SI744_snr10.wav,data\noise\buccaneer1.wav,10.0
data\timit_mixed\SI1404_clean.wav,data\timit_mixed\SI1404_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI2046_clean.wav,data\timit_mixed\SI2046_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1248_clean.wav,data\timit_mixed\SI1248_snr0.wav,data\noise\f16.wav,0.0
data\timit_mixed\SI1169_clean.wav,data\timit_mixed\SI1169_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI2310_clean.wav,data\timit_mixed\SI2310_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI1440_clean.wav,data\timit_mixed\SI1440_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI570_clean.wav,data\timit_mixed\SI570_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI2190_clean.wav,data\timit_mixed\SI2190_snr-5.wav,data\noise\destroyerops.wav,-5.0
data\timit_mixed\SI695_clean.wav,data\timit_mixed\SI695_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI495_clean.wav,data\timit_mixed\SI495_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI761_clean.wav,data\timit_mixed\SI761_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI2314_clean.wav,data\timit_mixed\SI2314_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI1748_clean.wav,data\timit_mixed\SI1748_snr5.wav,data\noise\buccaneer1.wav,5.0
data\timit_mixed\SI2338_clean.wav,data\timit_mixed\SI2338_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI792_clean.wav,data\timit_mixed\SI792_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1611_clean.wav,data\timit_mixed\SI1611_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SX425_clean.wav,data\timit_mixed\SX425_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SI619_clean.wav,data\timit_mixed\SI619_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI2031_clean.wav,data\timit_mixed\SI2031_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SX177_clean.wav,data\timit_mixed\SX177_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SX88_clean.wav,data\timit_mixed\SX88_snr0.wav,data\noise\white.wav,0.0
data\timit_mixed\SI2147_clean.wav,data\timit_mixed\SI2147_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1241_clean.wav,data\timit_mixed\SI1241_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1891_clean.wav,data\timit_mixed\SI1891_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI2225_clean.wav,data\timit_mixed\SI2225_snr-5.wav,data\noise\white.wav,-5.0
data\timit_mixed\SI1205_clean.wav,data\timit_mixed\SI1205_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI1954_clean.wav,data\timit_mixed\SI1954_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1498_clean.wav,data\timit_mixed\SI1498_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI1784_clean.wav,data\timit_mixed\SI1784_snr10.wav,data\noise\white.wav,10.0
data\timit_mixed\SI1852_clean.wav,data\timit_mixed\SI1852_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1492_clean.wav,data\timit_mixed\SI1492_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI592_clean.wav,data\timit_mixed\SI592_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI1287_clean.wav,data\timit_mixed\SI1287_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI2021_clean.wav,data\timit_mixed\SI2021_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SX437_clean.wav,data\timit_mixed\SX437_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SI1154_clean.wav,data\timit_mixed\SI1154_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI1261_clean.wav,data\timit_mixed\SI1261_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1051_clean.wav,data\timit_mixed\SI1051_snr5.wav,data\noise\buccaneer2.wav,5.0
data\timit_mixed\SI945_clean.wav,data\timit_mixed\SI945_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1076_clean.wav,data\timit_mixed\SI1076_snr5.wav,data\noise\m109.wav,5.0
data\timit_mixed\SX108_clean.wav,data\timit_mixed\SX108_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SI2088_clean.wav,data\timit_mixed\SI2088_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI861_clean.wav,data\timit_mixed\SI861_snr10.wav,data\noise\destroyerops.wav,10.0
data\timit_mixed\SI1321_clean.wav,data\timit_mixed\SI1321_snr10.wav,data\noise\leopard.wav,10.0
data\timit_mixed\SI880_clean.wav,data\timit_mixed\SI880_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI922_clean.wav,data\timit_mixed\SI922_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1427_clean.wav,data\timit_mixed\SI1427_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SX423_clean.wav,data\timit_mixed\SX423_snr-5.wav,data\noise\hfchannel.wav,-5.0
data\timit_mixed\SI806_clean.wav,data\timit_mixed\SI806_snr-5.wav,data\noise\demo_noise.wav,-5.0
data\timit_mixed\SI689_clean.wav,data\timit_mixed\SI689_snr5.wav,data\noise\factory1.wav,5.0
data\timit_mixed\SI1170_clean.wav,data\timit_mixed\SI1170_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SX321_clean.wav,data\timit_mixed\SX321_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1713_clean.wav,data\timit_mixed\SI1713_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SX222_clean.wav,data\timit_mixed\SX222_snr10.wav,data\noise\factory2.wav,10.0
data\timit_mixed\SI1964_clean.wav,data\timit_mixed\SI1964_snr-5.wav,data\noise\destroyerengine.wav,-5.0
data\timit_mixed\SI1802_clean.wav,data\timit_mixed\SI1802_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI495_clean.wav,data\timit_mixed\SI495_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI753_clean.wav,data\timit_mixed\SI753_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1572_clean.wav,data\timit_mixed\SI1572_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1391_clean.wav,data\timit_mixed\SI1391_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1717_clean.wav,data\timit_mixed\SI1717_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SX213_clean.wav,data\timit_mixed\SX213_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI1282_clean.wav,data\timit_mixed\SI1282_snr0.wav,data\noise\babble.wav,0.0
data\timit_mixed\SI655_clean.wav,data\timit_mixed\SI655_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SX331_clean.wav,data\timit_mixed\SX331_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1737_clean.wav,data\timit_mixed\SI1737_snr10.wav,data\noise\hfchannel.wav,10.0
data\timit_mixed\SI2330_clean.wav,data\timit_mixed\SI2330_snr5.wav,data\noise\white.wav,5.0
data\timit_mixed\SI831_clean.wav,data\timit_mixed\SI831_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI707_clean.wav,data\timit_mixed\SI707_snr0.wav,data\noise\factory2.wav,0.0
data\timit_mixed\SI1475_clean.wav,data\timit_mixed\SI1475_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI1741_clean.wav,data\timit_mixed\SI1741_snr-5.wav,data\noise\machinegun.wav,-5.0
data\timit_mixed\SI1525_clean.wav,data\timit_mixed\SI1525_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI691_clean.wav,data\timit_mixed\SI691_snr5.wav,data\noise\factory2.wav,5.0
data\timit_mixed\SI1997_clean.wav,data\timit_mixed\SI1997_snr5.wav,data\noise\machinegun.wav,5.0
data\timit_mixed\SI2212_clean.wav,data\timit_mixed\SI2212_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI962_clean.wav,data\timit_mixed\SI962_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI874_clean.wav,data\timit_mixed\SI874_snr-5.wav,data\noise\babble.wav,-5.0
data\timit_mixed\SI1063_clean.wav,data\timit_mixed\SI1063_snr-5.wav,data\noise\volvo.wav,-5.0
data\timit_mixed\SI1693_clean.wav,data\timit_mixed\SI1693_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1011_clean.wav,data\timit_mixed\SI1011_snr10.wav,data\noise\factory1.wav,10.0
data\timit_mixed\SX31_clean.wav,data\timit_mixed\SX31_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI2218_clean.wav,data\timit_mixed\SI2218_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI623_clean.wav,data\timit_mixed\SI623_snr5.wav,data\noise\hfchannel.wav,5.0
data\timit_mixed\SI1568_clean.wav,data\timit_mixed\SI1568_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI1246_clean.wav,data\timit_mixed\SI1246_snr10.wav,data\noise\destroyerengine.wav,10.0
data\timit_mixed\SI620_clean.wav,data\timit_mixed\SI620_snr10.wav,data\noise\f16.wav,10.0
data\timit_mixed\SI852_clean.wav,data\timit_mixed\SI852_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SX181_clean.wav,data\timit_mixed\SX181_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI1481_clean.wav,data\timit_mixed\SI1481_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI871_clean.wav,data\timit_mixed\SI871_snr-5.wav,data\noise\pink.wav,-5.0
data\timit_mixed\SI1509_clean.wav,data\timit_mixed\SI1509_snr10.wav,data\noise\demo_noise.wav,10.0
data\timit_mixed\SI1641_clean.wav,data\timit_mixed\SI1641_snr-5.wav,data\noise\buccaneer1.wav,-5.0
data\timit_mixed\SI1782_clean.wav,data\timit_mixed\SI1782_snr5.wav,data\noise\pink.wav,5.0
data\timit_mixed\SI812_clean.wav,data\timit_mixed\SI812_snr0.wav,data\noise\hfchannel.wav,0.0
data\timit_mixed\SI1957_clean.wav,data\timit_mixed\SI1957_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI918_clean.wav,data\timit_mixed\SI918_snr0.wav,data\noise\buccaneer2.wav,0.0
data\timit_mixed\SI814_clean.wav,data\timit_mixed\SI814_snr-5.wav,data\noise\m109.wav,-5.0
data\timit_mixed\SI2088_clean.wav,data\timit_mixed\SI2088_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI559_clean.wav,data\timit_mixed\SI559_snr-5.wav,data\noise\f16.wav,-5.0
data\timit_mixed\SI1911_clean.wav,data\timit_mixed\SI1911_snr10.wav,data\noise\machinegun.wav,10.0
data\timit_mixed\SI2061_clean.wav,data\timit_mixed\SI2061_snr0.wav,data\noise\volvo.wav,0.0
data\timit_mixed\SI993_clean.wav,data\timit_mixed\SI993_snr-5.wav,data\noise\leopard.wav,-5.0
data\timit_mixed\SI1518_clean.wav,data\timit_mixed\SI1518_snr0.wav,data\noise\machinegun.wav,0.0
data\timit_mixed\SI1311_clean.wav,data\timit_mixed\SI1311_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SI970_clean.wav,data\timit_mixed\SI970_snr5.wav,data\noise\destroyerengine.wav,5.0
data\timit_mixed\SI1986_clean.wav,data\timit_mixed\SI1986_snr0.wav,data\noise\factory1.wav,0.0
data\timit_mixed\SI1046_clean.wav,data\timit_mixed\SI1046_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SX321_clean.wav,data\timit_mixed\SX321_snr0.wav,data\noise\destroyerengine.wav,0.0
data\timit_mixed\SX353_clean.wav,data\timit_mixed\SX353_snr5.wav,data\noise\destroyerops.wav,5.0
data\timit_mixed\SI968_clean.wav,data\timit_mixed\SI968_snr10.wav,data\noise\buccaneer2.wav,10.0
data\timit_mixed\SI2311_clean.wav,data\timit_mixed\SI2311_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI2266_clean.wav,data\timit_mixed\SI2266_snr5.wav,data\noise\volvo.wav,5.0
data\timit_mixed\SI2205_clean.wav,data\timit_mixed\SI2205_snr5.wav,data\noise\babble.wav,5.0
data\timit_mixed\SX83_clean.wav,data\timit_mixed\SX83_snr5.wav,data\noise\leopard.wav,5.0
data\timit_mixed\SI1998_clean.wav,data\timit_mixed\SI1998_snr0.wav,data\noise\pink.wav,0.0
data\timit_mixed\SI720_clean.wav,data\timit_mixed\SI720_snr0.wav,data\noise\destroyerops.wav,0.0
data\timit_mixed\SI1049_clean.wav,data\timit_mixed\SI1049_snr10.wav,data\noise\babble.wav,10.0
data\timit_mixed\SX136_clean.wav,data\timit_mixed\SX136_snr-5.wav,data\noise\buccaneer2.wav,-5.0
data\timit_mixed\SI1805_clean.wav,data\timit_mixed\SI1805_snr0.wav,data\noise\demo_noise.wav,0.0
data\timit_mixed\SI1693_clean.wav,data\timit_mixed\SI1693_snr0.wav,data\noise\hfchannel.wav,0.0
